id	speaker	sex	text	text_en	power	orientation	populism
ua00022	83ae953bc9f63f5540115d19a16b8f06	M	"народний депутат України  . Фракція ""Наша Україна"". Без особливих дифірамбів хочу все ж таки відзначити, що у разі обрання Романа Петровича ми вперше матимемо спікера Верховної Ради, а не Голову Верховної Ради, підготовленого професійно. <p> Романе Петровичу, чи уявляєте ви собі комплекс роботи щодо організації забезпечення депутатської діяльності на предмет покращання умов роботи як в самій сесійній залі, так і поза сесійною залою? І чи ви розумієте, що треба віддати пріоритет і кращі приміщення не працівникам Апарату Верховної Ради, а все-таки народним депутатам України?"	National deputy of Ukraine. The faction of our Ukraine. Without special difirambs, however, I would like to point out that in the event of Roman Petrovich's election, we will have a speaker of the Supreme Council for the first time, not the Chief of the Supreme Council, prepared professionally.  <p>  Roman Petrovich, do you imagine a complex of work on how to organize parliamentary activities to improve working conditions both in the session room itself and outside the session hall? And do you realize that you have to give priority and better accommodations to not the Supreme Council's staff, but to the Ukrainian National Deputies?	NA	1	NA
ua00023	54233a282e2cc44d662b0797dd89af30	M	Шановний Олександре Марковичу! Шановні колеги! Я Президента поважаю як Президента держави, як людину, обрану 15 мільйонами голосів. Але якщо я буду обраний Головою Верховної Ради, то в стосунках з Президентом я буду представляти Верховну Раду. Я не буду представляти Безсмертного, я буду представляти Верховну Раду, репрезентувати її рішення і її позиції. <p> Що стосується маси питань, про які тут говорилося, то моя позиція - це моя позиція, і вона може комусь подобатися, комусь не подобатися. Моє завдання як Голови, якщо ви обирете мене, - представляти вашу позицію, у тому числі і в стосунках з Президентом, у тому числі і в питаннях, які зазначені в політичному договорі, до якого я маю якесь відношення. <p> Стосовно ключової проблеми. Ми сьогодні підійшли до необхідності серйозної реформи політичної системи. Модель, діюча до сьогоднішнього часу, себе якоюсь мірою виправдала, але на сьогоднішній день вичерпала. <p> Дякую  . <p> Дякую, Сергію Петровичу. Якщо ви дозволите, я прокоментую те, що було вами сказано. <p> Шановні депутати! Я дуже прошу вас: у стосунках між собою, у стосунках з людьми від влади давайте робити і говорити так, щоб ми один одного не ображали. Це перше. <p> Друге. Що стосується ефіру і трансляції роботи Верховної Ради. Безумовно, якщо сказати, що та ситуація, яка склалася сьогодні в Україні, є незадовільною, - це ще нічого не сказати. Є відверта тенденційна оцінка діяльності Верховної Ради, і вона навіть не структурується по фракціях. Це є дуже небезпечним, тому що розмова про політичну структуризацію суспільства без політичного структурування ефіру, який би був репрезентований тими чи іншими політичними силами, ніколи не відбудеться. Інформація на сьогодні - це є влада, і це розуміють усі. Невипадково в цивілізованих країнах нинішня формаційна модель називається інформаційною моделлю. <p> І тому, безперечно, починаючи від проблем громадського телебачення, закон про яке прийнятий, і закінчуючи іншими проблемами ефіру, ситуацію необхідно змінювати. Її треба змінювати не тільки на рівні висвітлення роботи Верховної Ради, а й на рівні статусу журналіста, на рівні суб’єктів, які висвітлюють проблеми режиму існування засобів масової інформації, їх фінансування, стосунків із владою. Я категорично проти того, щоб будь-який орган влади, будь-яка особа у владі мала свої власні засоби масової інформації. Це найкраща дискредитація тої особи і того органу, який має такий засіб масової інформації. Тому позиція моя завжди виходила з того, що має бути якомога відкритіша демонстрація позицій кожної політичної сили, кожного політика. Вибачте, що коментував. <p> Дякую  .	Dear Alexander Markovich! Dear colleagues! I respect the President as the President of the State, as a man chosen by 15 million votes. But if I am elected Head of the Supreme Council, I will represent the Supreme Council in my relations with the President. I won't picture Immortal, I will represent the Supreme Council, represent its decision and its position.  <p>  As far as the mass of issues discussed here is concerned, my position is my position, and someone might like it, someone might not like it. My task as Heads, if you rob me, is to present your position, including in my relationship with the President, including the issues that are mentioned in the political treaty to which I have a bearing.  <p>  It's about a key problem. Today we have approached the need for serious reform of the political system. The model that has been in operation to this day has somewhat justified itself, but it has exhausted itself to this day.  <p>  Thank you. <p> Thank you, Sergey Petrovich. If you'll excuse me, I'll comment on what you've been told.  <p>  Deputies! I ask you very much: In our relations with one another, in our dealings with people of authority, let us do and speak so that we do not offend one another. That's the first one.  <p>  The other one. With regard to the air and the broadcast of the work of the Supreme Council. Of course, if we say that the situation in Ukraine today is unsatisfactory, that is not to say yet. There's an open-minded trend assessment of the Supreme Council's activities, and it's not even structured by factions. This is very dangerous, because talking about the political structure of society without the political structure of the ether, which would be represented by one or the other political forces, will never happen. Information today is power, and everyone understands that. By no means in civilized countries, today’s formal model is called an information model.  <p>  And so, of course, starting with the problems of public television, the law that's adopted and ending with the other problems of air needs to be changed. It needs to be changed not only at the level of disclosure of the Supreme Council’s work but also at the level of journalistic status, at the level of subjects who highlight the problems of the media regime, their financing, their relations with the authorities. I strongly oppose that any authority, any person in power, should have its own media. This is the best discrediting of the individual and of the body that has such a media medium. So my position has always been that there should be a more open demonstration of the positions of every political force, every policy. I'm sorry for commenting.  <p>  Thank you.	NA	1	NA
ua00024	54233a282e2cc44d662b0797dd89af30	M	"Дякую. Шановний Йосипе Вікентійовичу, я представляю тут не тільки свою позицію, а й позицію блоку, позицію фракції. Перше, що нам конче необхідно зробити - це ув’язати парламентську більшість і уряд, тобто уряд має формуватися парламентською більшістю чи коаліцією. Це ключове питання. <p> Наступна проблема - це система виконавчої влади. Не можна на конституційному рівні адміністрації підпорядковувати Кабінету Міністрів, а фактично мати їх підпорядкування Президентові, тому що це відразу ж викликає конфлікт між Президентом і урядом. Природа повноважень цих осіб   така, що вони набуваються у результаті виборів на регіональному рівні  . <p> Що стосується того, що там має домінувати система місцевого самоврядування при існуванні наглядових функцій адміністрацій. Десятирічний період переходу, коли нам треба було тримати контроль над режимом власності на регіональному і місцевому рівнях, минув. Проведена тотальна приватизація. Там ні над чим господарювати, нічим управляти, там треба здійснювати нагляд за додержанням законодавства і Конституції України, а не сіяти, урожаї збирати, доїти і таке інше, про що сьогодні ведеться мова. <p> Невже ви не бачите, що навіть для людей, які сьогодні там на керівних посадах знаходяться, це проблема, тому що вони не можуть поєднувати ці дві абсолютно неприродні функції. Отже, це конче необхідні перші кроки, які ми мали б зробити. <p> Стосовно стосунків з Президентом. Тут є люди, які є свідками моїх стосунків з Президентом. Якщо я мав позицію, я цю позицію висловлював, чи був я народним депутатом, чи представником Президента. Інша справа, яке рішення приймав Президент, але він на те і Президент, щоб приймати рішення. Тут буде приймати рішення не Голова, тут рішення буде приймати Верховна Рада. <p> Дякую  . <p> Дякую. Шановний Борисе Іллічу! Для мене, наприклад, відкритість моєї позиції є питанням номер один. Я не збираюся ховатися ні за які голосування, ні за які способи голосування і таке інше. Я свою позицію намагався завжди тримати відкритою залежно від рівня доказовості тих чи інших фактів, якими я володів на той чи інший момент, коли я приймав те чи інше рішення. <p> Своїм колегам, говорячи про яких ви сказали, що я знаю, які засоби впливу на них є, я завжди кажу так: ""Політика - це велика і важлива професія. І треба займатися або політикою і бути професіоналами, або займатися бізнесом. Якщо ви хочете сумістити одне і друге, то перше, що ви робите, коли йдете з бізнесу в політику, це ви хороните свій бізнес"". Сьогодні у нас у залі склалося дві групи, всі бізнесмени поділяються на дві частини, яким я відкрито це казав. Одних, коли їм будуть дошкуляти, є кому захищати, а інших будуть свої топтати, і вони будуть мовчати. Оце те, що буде відбуватися в найближчий рік. <p> Зрозуміло, що ми тільки формуємо нашу парламентську демократію, вона росте, спинається на ноги, але політика - це велика професія, це така ж велика професія, як бізнес у кожній галузі, як професія лікаря, учителя і таке інше. Тому до цієї професії треба готуватися, їй треба вчитись і приділяти все життя для того, щоб, як правильно сказав Борис Ілліч, не було за що змушувати голосувати так або інакше. Це перше. <p> Друге. Стосовно висвітлення роботи Верховної Ради. Я вже на цьому питанні зупинявся. <p> І третє. Я думаю, що в 36 років жалітися на здоров’я ще рано, хоча всякі ситуації бувають. <p> Дякую вам за увагу. <p> Борисе Іллічу, вибачте, я просто не зрозумів всієї глибини вашого запитання. Проблема ця є, що тут говорити. Проблема ця є не тільки на рівні Верховної Ради, вона є на рівні регіональних рад - і районних, і обласних. Давайте спільними зусиллями її вирішувати. Я поки що не уявляю, як її можна вирішити, скажімо, на рівні районної ради чи обласної, чи на рівні окремих депутатів і таке інше. <p> Дякую вам  ."	"Thank you. Dear Joseph Vicentiovich, I represent here not only my position but also the position of the bloc, the position of the faction. The first thing we really need to do is to bind the parliamentary majority and the government, that is, the government should be formed by a parliamentary majority or coalition. That's the key question.  <p>  The next problem is the system of executive power. You can't go under the Cabinet of Ministers at the constitutional level of administration, but you can actually have them subordinated to the President, because that immediately causes a conflict between the President and the government. The nature of these people's powers is that they are acquired as a result of regional elections.  <p>  As for what should dominate the system of local self - government in the presence of supervisory functions of administrations. The 10-year transition period, when we had to keep control of ownership at regional and local levels, was over. Total privatization has been carried out. There is nothing to control, nothing to manage, there is nothing to supervise the observance of Ukrainian legislation and the Constitution, rather than sowing, harvesting, milking, and so forth as is discussed today.  <p>  You can't see that even for the people who are there today in management positions, it's a problem because they can't combine these two completely unnatural functions. So these are essential first steps that we should take.  <p>  With regard to relations with the President. There are people here who are witnessing my relationship with the President. If I had a position, I would say that position whether I was a national MP or a representative of the President. It's another matter that the President has made, but he's in the same position as the President to make a decision. This is not the Head's decision, this is the Supreme Council's decision.  <p>  Thank you. <p> Thank you. Dear Boris Illihu! For me, for example, the openness of my position is question number one. I'm not going to hide for any vote or voting methods or anything like that. I've always tried to keep my position open, depending on the level of evidence that I had at one point or another when I was making a decision.  <p>  My colleagues, speaking of which you said that I know what the means of influencing them are, I always say, ""Policy is a big and important profession. And you either have to do politics and be professionals, or you have to do business. If you want to fit each other, the first thing you do when you go from business to politics is you protect your business."" Today, we have two groups in the hall, all the businessmen are divided into two parts, which I've been very open about. Some, when harassed, are protected and others trample, and they remain silent. This is what will happen in the coming year.  <p>  Clearly, we're only shaping our parliamentary democracy, it's growing, it's stopping at the feet, but politics is a big profession, it's just as big a business in every field as a doctor, teacher and all. Therefore, it is necessary to prepare for this profession, to study, and to spend the rest of her life in order, as Boris Illich rightly said, to be free to vote in any way. That's the first one.  <p>  The other one. Regarding the disclosure of the work of the Supreme Council. I've already put my mind to this.  <p>  And the third. At 36 years of age, I think it’s too early to complain about health, even though there are situations.  <p>  Thank you for your attention. <p> Boris Illich, I'm sorry, I just didn't understand the depth of your question. That's the problem with what I'm talking about. This problem is not only at the level of the Supreme Council, it is at the level of regional councils -- both district councils and district councils. Let us work together to resolve it. I don't know how to solve it yet, let's say, at the district council level or at the level of individual deputies or whatever.  <p>  Thank you."	NA	1	NA
ua00025	a0d61a2908cabd60c83ab3bc4c9785f7	M	народний депутат України (багато-мандатний загальнодержавний виборчий округ, <PARTY>). Шановна Президіє! Шановні народні депутати! Зважаючи на те, що зараз відсутні будь-які пакети для голосування, я думаю, що вони не з’являться і до 10 години ранку завтрашнього дня. Ми вводимо в оману себе, всіх, кожного особисто. Надійшла пропозиція, яка вже тут пролунала, зробити перерву до 10 години ранку вівторка наступного тижня. <p> Ми прийняли постанову про порядок денний, де записали, що якщо за два перші пленарні тижні не буде обрано керівництво Верховної Ради України, продовжуємо працювати в пленарному режимі до обрання керівництва. Тому я думаю, що найбільш вірогідним нашим рішенням може бути саме оголошення перерви до 10 години вівторка, але в будь-якому разі, зважаючи на те, що надійшло дві пропозиції, їх треба голосувати: розпочати наступне пленарне засідання або о 10 годині завтра, або о 10 годині у вівторок. <p> У будь-якому випадку я хотів би запропонувати, щоб Адам Іванович Мартинюк як голова Підготовчої депутатської групи продовжив проводити засідання керівників депутатських фракцій для того, щоб ми досягли результату. Ну, а якщо комусь хочеться поговорити завтра вранці о 10 годині, оголосити перерву до 11, потім до 13, а потім знову-таки до вівторка - ну, це інша справа. <p> Я пропоную розійтися до вівторка.	Ukrainian national deputy (mandatory national constituency, <PARTY>). Your Honor! Dear National Deputies! Given that there are no ballot boxes now, I don't think they'll show up until 10 a.m. tomorrow. We mislead ourselves, all of us, individually. There's an offer that's already here to take a break by 10:00 a.m. on Tuesday next week.  <p>  We made a decision on the agenda, where it was written that if the leadership of the Supreme Council of Ukraine was not elected in the first two plenary weeks, we would continue to work in plenary mode until leadership was elected. That's why I think the most reliable decision we have to make is to call a recess by 10 a.m. Tuesday, but anyway, given that there are two proposals, they need to be voted on: to start the next plenary meeting either at 10 a.m. tomorrow or at 10 a.m. Tuesday.  <p>  In any case, I would like to propose that Adam Ivanovich Martinyuk, as head of the Preparatory MP Group, continue to hold meetings of the leaders of the MP factions in order to achieve the result. Well, if anyone wants to talk tomorrow morning at 10 o'clock, call a break to 11, then 13 and then by Tuesday again, well, that's another thing.  <p>  I suggest we break up by Tuesday.	NA	0	NA
ua00026	42e0c929785017932482f1d0311b9e43	M	"народний депутат України  . Фракція ""Наша Україна"". Шановний пане голово! Очевидно, що результат - такий жалюгідний, мінімальний - свідчить про те, що всі ті силові, адміністративні методи, які застосовувалися по відношенню до депутатів, яких схиляли проголосувати за кандидатуру Литвина, все ж таки не подіяли настільки сильно, щоб дати той результат, якого очікувала вулиця Банкова - 237 голосів і більше. Я хотів би запитати вас як керівника Лічильної комісії: скажіть, будь ласка, чому оті 5 народних депутатів, членів комісії, не підписали протокол, з яких мотивів?  ."	National deputy of Ukraine. The faction of our Ukraine. Dear Sir, your head! It's obvious that the result is such a pitiful, minimal one that all of those forceful, administrative methods that were applied in relation to the deputies who were forced to vote in favour of Lithuania did not work so hard to produce the result of the Bank's Street 237 votes and more. I'd like to ask you as Head of the Counting Commission: why don't you tell me why these five national deputies, members of the commission, didn't sign the protocol for what reasons? .	NA	1	NA
ua00027	a0d61a2908cabd60c83ab3bc4c9785f7	M	народний депутат України (багато-мандатний загальнодержавний виборчий округ, <PARTY>). <PARTY>. Шановні народні депутати! Шановний Володимире Михайловичу! Шановний Олександре Олександровичу! Олександре Олександровичу, не вводьте в оману керівництво Верховної Ради і народних депутатів. За звичайних обставин у вівторок представники депутатських груп і фракцій мають право на виступи, а в середу - за записом. За звичайних обставин. Ми зараз працюємо в інших умовах - за порядком денним, затвердженим постановою Верховної Ради України щодо вирішення організаційних питань. Тому, шановний Володимире Михайловичу, я пропоную вам як головуючому на засіданні оголосити розгляд наступного питання - про обрання голів і перших заступників голів комітетів - і рухатися за тим порядком денним, який ми затвердили постановою (Оплески).	Ukrainian national deputy (mandatory national constituency, <PARTY>). The faction of the Social Democratic Party of Ukraine (United States). Dear National Deputies! Dear Volodymyr Mikhailovich! Dear Alexander Alexandrovich! Alexandre Alexandrovich, do not mislead the leadership of the Supreme Council and the people’s deputies. Under normal circumstances Tuesday, representatives of MPs and factions have the right to speak, and on Wednesday, they have the right to speak. Under normal circumstances. We are now working under different conditions, on a daily basis, approved by the Supreme Council of Ukraine on organizational matters. So, Mr. Volodymyr Mikhailovich, I invite you, as chairman of the session, to announce the next question -- the election of the heads and the first deputies of the committee heads -- and to move forward with the order of the day that we approved by decree (Applause).	NA	0	NA
ua00028	42e0c929785017932482f1d0311b9e43	M	"народний депутат України  . Він мені передає слово. Прошу ввімкнути мій мікрофон. <p> Дякую, шановний пане головуючий! Прийміть мої співчуття у зв’язку з такими важкими початковими моментами вашої роботи на новій посаді. Я хотів би сказати, що це друге питання, яке ви хочете оголосити і поставити на голосування як процедурне, не є процедурним. Право виступу від фракцій і окремих депутатів давно узвичаїлось у парламенті, це право завойоване багатьма роками демократичної праці у Верховній Раді України, і тому ваша спроба поставити це питання в розряд процедурних, щоб ми кожен раз відвойовували це право для себе, є незаконним. <p> Я розумію, що у виступах представників окремих фракцій можуть прозвучати оцінки, неприємні для ваших вух і для вух вашого ""патрона"", але наберіться, будь ласка, мужності і вислухайте їх. Не тільки для вас ця заява прозвучить, а й для всього українського суспільства. І тому я наполягаю: не перекреслюйте те право, яке закладено в Регламенті. Це право дарували Верховній Раді не ви і не вам його скасовувати. <p> Дякую."	"National deputy of Ukraine. He gives me his word. Please turn on my microphone. <p> Thank you, Your Honor! Accept my sympathy for such difficult initial moments in your new job. I would like to say that this second question that you want to announce and put to the vote as a procedural one is not procedural. The right to speak from factions and individual deputies has long been established in Parliament, this right won over many years of democratic work in the Supreme Council of Ukraine, and so your attempt to put this question into procedural order so that we can each win this right for ourselves is illegal.  <p>  I understand that statements by individual factions may be grading that are unpleasant to your ears and to your ""patron"" ears, but please take your courage and listen to them. Not only will this statement be made to you, but it will be made for the entire Ukrainian society. So I urge you not to overstep the right laid down in the Rules. This right has been granted to the Supreme Council not by you or by you to cancel it.  <p>  Thank you."	NA	1	NA
ua00029	a0d61a2908cabd60c83ab3bc4c9785f7	M	Шановний Володимире Михайловичу! Шановні народні депутати! Володимире Михайловичу, я хочу звернутися до вас і до народних депутатів, які не б’ють себе в груди, які з повагою ставляться до кожного обраного народного депутата і до їх права вибору. Я думаю, що ті, хто сьогодні так багато ллє сліз через те, що відбулося вчора, повинні навчитися гідно програвати. Якщо вони це зроблять, то припинять розмови щодо питання, яке зараз обговорюється, тому що звертатися з посланням до Верховної Ради України - конституційне право Президента. Це не право Верховної Ради заслуховувати, а це - право Президента, надане йому Конституцією. <p> Із практики ми знаємо, що Президент або особисто озвучує своє послання, або направляє письмове послання. Тому зараз розмови відносно того, чи зв’язуватися з Черніговом, зв’язуватися з Президентом і чому міжнародна зустріч відбувається, чому Президент не у Верховній Раді - всі вони поза межами Регламенту і поза повноваженнями Верховної Ради України. І якби не вчорашні події і не вчорашня перемога демократичних сил, то сьогодні це питання не обговорювалося б. Бачите? Мене підтримують у цьому, і я дуже вдячний колегам за таку підтримку  .	Dear Volodymyr Mikhailovich! Dear National Deputies! Volodymyr Mikhailovich, I would like to address you and the national deputies who do not beat themselves in the chest, who respect each elected national MP and their right to choose. I think those who shed so much tears today because of what happened yesterday should learn to lose. If they do, they will stop talking about the issue that is currently being discussed, because to refer to the Supreme Council of Ukraine, the constitutional right of the President. This is not the Supreme Council's right to hear, and this is the President's right granted to him by the Constitution.  <p>  We know from practice that the President is either speaking his own message or sending a written message. Hence, discussions are now about whether to contact Chernigu, to contact the President, and why an international meeting is taking place, why the President is not in the Supreme Council, all outside the Rules and beyond the powers of the Supreme Council of Ukraine. And if not for yesterday’s events and not for yesterday’s victory over democratic forces, this question would not be discussed today. See? I am supported in this, and I am very grateful to my colleagues for their support.	NA	0	NA
ua00030	a0d61a2908cabd60c83ab3bc4c9785f7	M	народний депутат України (багато-мандатний загальнодержавний виборчий округ, <PARTY>). Дякую, шановний Володимире Михайловичу! Фракція Соціал-демократичної партії (об’єднаної). Шановні народні депутати! Шановний Голово! Перше. Розмови відносно того, що картки не спрацювали, ми тут чуємо не перший рік, і я думаю, що на це звертати увагу не треба. Як на диво, одні картки не спрацьовують, а картки тих депутатів, які взагалі відсутні в залі, працюють навіть після оголошення заяв. Тому з цим треба покінчити і припинити диспут щодо переголосування проекту постанови, який провалився. Це підтвердило ще раз, що треба досягати домовленостей і вирішувати це питання так, як це описано і врегульовано Регламентом. <p> Друге. Шановний Володимире Михайловичу! У вас зараз є можливість перевірити публічні заяви окремих керівників фракцій щодо того, що вони згодні консультуватися і вирішувати питання про розподіл посад голів комітетів і перших заступників за пропорційною системою. Так вони заявили з трибуни. Але заявляти з трибуни - це одне, коли присутня преса на третьому поверсі, а не з’являтись на засідання Погоджувальної ради - це інше. <p> Тому я вас прошу, Володимире Михайловичу, оголосіть зараз про проведення засідання Погоджувальної ради, запросіть всі шість фракцій для того, щоб ми погодили і продовжили розгляд питання про обрання голів комітетів і перших заступників, і перевіримо, чим відрізняється публічна позиція в залі від позиції, на якій стоїть та чи інша фракція при погодженні цього питання.	Ukrainian national deputy (mandatory national constituency, <PARTY>). Thank you, Reverend Vladimir Mikhailovich! The faction of the Social Democratic Party. Dear National Deputies! Dear Head! First. Talking about how the cards didn't work out, we don't hear the first year here, and I don't think we need to pay attention to that. Surprisingly, some cards do not work, and the cards of those MPs who are not in the room at all work even after the announcements are made. This should therefore end and end the debate over the vote on the draft decision that failed. This confirmed once again the need to reach agreements and resolve the issue as described and regulated by the Rules.  <p>  The other one. Dear Volodymyr Mikhailovich! You now have the opportunity to verify the public statements of individual faction leaders that they agree to consult and decide on the distribution of the positions of committee heads and the first substitutes for a proportional system. So they said from the rostrum. But reporting from the rostrum is one thing when there is a press on the third floor rather than appearing at the Conciliation Council.  <p>  So I'm asking you, Vladimir Mikhailovich, to announce now the meeting of the Conciliation Council, to invite all six factions to agree and to continue our consideration of the election of committee heads and first interlocutors, and to check how the public position differs from the position of any faction in agreement.	NA	0	NA
ua00032	b4d993f5d633d224d47a2aea9fc6c109	M	заступник Голови Верховної Ради України (багатомандатний загальнодержавний виборчий округ, <PARTY>). Шановні народні депутати! Я думаю, що найкращий спосіб увійти в історію - згадати знову про третій поверх і звернутися до журналістів. Але зараз було сказано не за адресою, це не до президії. Учора дійсно надійшло повідомлення, що доступ журналістів у деякі приміщення Верховної Ради обмежується. Терміново були з’ясовані всі обставини щодо цього обмеження, і з’ясувалося, що керівником Апарату, який представляє зараз іншу фракцію, і ви знаєте, було дано розпорядження обмежити доступ журналістів на Садову, 3 в їдальню. В їдальню, а не на другий поверх та в інші приміщення Верховної Ради, тільки в їдальню. Вчора о 17 годині було дано відразу доручення відмінити всі обмеження, які стосувалися доступу журналістів у будь-яке приміщення Верховної Ради. Це було зроблено о 17 годині. Я вважаю, що цей інцидент вичерпано.	Deputy Head of the Supreme Council of Ukraine. Dear National Deputies! I think the best way to get into history is to think about the third floor again and talk to journalists. But now it's not at the address, it's not until the foreclosure. Yesterday there was actually a report that journalists had limited access to some of the Supreme Council premises. Terminally, all the circumstances regarding this restriction have been clarified, and it turns out that the director of the Apparatus, who now represents another faction, has been ordered to limit the access of journalists to Sadowa, 3 in the dining room. The dining room, not the second floor, and other Supreme Council premises, just the dining room. Yesterday at 17 p.m., an immediate order was made to remove all restrictions on journalists' access to any Supreme Council premises. This was done at 5 p.m. I think this incident is over.	NA	0	NA
ua00033	90353196e49d715da9f439a474b1c0da	M	народний депутат України  . Дякую, шановний Володимире Михайловичу. Буквально декілька слів. Я хочу сказати, не треба нікому закидати цей гачок: пропозицію четвірки ставили на голосування, і вона набрала стільки голосів, скільки набрала. І повертатися до цього не потрібно. Треба всім керівникам фракцій об’єднатися, попрацювати до вівторка, розподілити посади голів комітетів, перших заступників і у вівторок внести проект постанови на розгляд Верховної Ради. Якщо хтось із керівників фракцій відмовляється працювати в цій групі, значить, він не хоче цих посад. Тому питання повинно бути коротке: хто з керівників фракцій збереться, хто буде працювати, хай розподілять ці посади. <p> Дякую за увагу.	National deputy of Ukraine. Thank you, Reverend Vladimir Mikhailovich. Literally a few words. I mean, you don't have to throw that hook at anybody: the four was put to the vote, and it got as many votes as it got. And we don't have to go back to that. All factions should unite, work until Tuesday, distribute the positions of committee heads, first deputies, and make a draft decree for consideration by the Supreme Council on Tuesday. If one of the faction leaders refuses to work in this group, he does not want these positions. Therefore, the question should be brief: Who among the leaders of the factions will gather, who will work, let those positions be distributed.  <p>  Thank you for your attention.	NA	0	NA
ua00034	a0d61a2908cabd60c83ab3bc4c9785f7	M	Шановний Володимире Михайловичу! Шановні народні депутати! Фракція Соціал-демократичної партії України  . <p> Що б тут не говорили про кризу в парламенті, але криза якраз існує у тих, хто про це постійно говорить. Парламент працює і живе нормальним життям, готується до успішних дій у наступний вівторок для того, щоб нейтралізувати діяльність чотирьох фракції, спрямовану на зрив нормального законодавчого процесу. Я думаю, що тверезих сил у парламенті достатньо для того, щоб до вівторка погодити всі питання, внести проект постанови і вирішити останнє організаційне питання щодо затвердження голів і перших заступників голів комітетів. З наступного тижня така нормальна законодавча робота розпочнеться після вирішення цього питання і ще раз підтвердить тим, хто збуджує ситуацію в парламенті і в суспільстві, що кризи не існує, а існує нормальна робота, до якої здатна більшість, яка знаходиться у цьому залі.	Dear Volodymyr Mikhailovich! Dear National Deputies! The faction of the Social Democratic Party of Ukraine.  <p>  Whatever the crisis is in Parliament, the crisis is in the hands of those who talk about it all the time. Parliament is working and living a normal life, preparing for successful action next Tuesday to neutralize the activities of the four factions aimed at breaking the normal legislative process. I think that the sober forces in Parliament are enough to agree on all the issues by Tuesday, to make a draft decision and to resolve the last organizational issue of the approval of the heads and the first deputies of the committee heads. As of next week, this normal legislative work will begin once the issue is resolved, and it will once again confirm to those who excite the situation in Parliament and in society that there is no crisis, but there is a normal job to which the majority in this room are capable.	NA	0	NA
